SEL2	411 VAR CTRL			Date: 06/01	/2015   Tim	e: 20:11:56							
BIG	BLUE 161KV												
													
#	DATE	TIME	VA_MAG	VB_MAG	VC_MAG	MV10	SC01	SC02	P	Q	PF	MV32	MV27
763	5/30/2015	4:40:03	94843.727	94772.523	95168.102	-10200	0	48	34988.75	-8379.497	0.972	0	0
762	5/30/2015	4:45:04	95129.047	94812.336	95276.023	-10200	0	48	34978.219	-8651.381	0.971	0	0
761	5/30/2015	4:50:04	94924.914	95159.023	95094.719	-10200	0	48	34980.527	-10004.808	0.961	0	0
760	5/30/2015	4:55:04	95296.758	94989.391	94909.508	-10200	0	48	35130.898	-10337.214	0.959	0	0
759	5/30/2015	5:00:04	95366.109	95238.273	95044.25	-10200	0	48	35035.68	-10158.963	0.96	0	0
758	5/30/2015	5:05:03	94897.914	95050.586	95072.281	-10200	0	48	34852.16	-10221.699	0.96	0	0
757	5/30/2015	5:10:04	95231.781	95235.57	95528.609	-10200	0	48	23600.031	-5551.616	0.973	0	0
756	5/30/2015	5:15:04	95206.391	95296.664	95136.484	-10200	0	48	35135.277	-9564.426	0.965	0	0
755	5/30/2015	5:20:04	95277.805	95462.594	95425.477	-10200	0	48	34982.34	-10787.966	0.956	0	0
754	5/30/2015	5:25:04	95684.516	95449.133	95300.766	-10200	0	48	34947.969	-10130.019	0.96	0	0
753	5/30/2015	5:30:04	95714.18	95511.672	95874	-10200	0	48	34502.195	-9041.142	0.967	0	0
752	5/30/2015	5:35:04	95658.57	95241	95339.648	-10200	0	48	34182.496	-9250.45	0.965	0	0
751	5/30/2015	5:40:04	95201.641	95064.664	95387.422	-10200	0	48	34532.992	-11005.591	0.953	0	0
750	5/30/2015	5:45:04	95680.359	95251.508	95623.828	-10200	0	48	34651.121	-8456.881	0.971	0	0
749	5/30/2015	5:50:04	95343.687	95485.445	95405.625	-10200	0	48	33734.078	-9796.289	0.96	0	0
748	5/30/2015	5:55:04	95570.984	95553.094	95352.336	-10200	0	48	33707.316	-10273.306	0.957	0	0
747	5/30/2015	6:00:04	95464.961	95269.797	95629.984	-10200	0	48	34197.855	-10786.383	0.954	0	0
746	5/30/2015	6:05:04	95679.141	95313.836	95661.039	-10200	0	48	33451.246	-10328.979	0.955	0	0
745	5/30/2015	6:10:04	95882.586	95474.977	95644.062	-10200	0	48	34461.781	-9260.487	0.966	0	0
744	5/30/2015	6:15:04	95750.234	95779.516	96033.281	-10200	0	48	34285.852	-9375.354	0.965	0	0
743	5/30/2015	6:20:04	95749.445	95707.078	96000.117	-10200	0	48	34205.734	-11630.109	0.947	0	0
742	5/30/2015	6:25:04	96090.703	95831.836	96223.109	-10200	0	48	34057.246	-11275.416	0.949	0	0
741	5/30/2015	6:30:04	95954.961	95723.617	96075.758	-10200	0	48	34429.465	-9474.511	0.964	0	0
740	5/30/2015	6:35:04	95840.227	95885.984	95672.164	-10200	0	48	34513.246	-10746.152	0.955	0	0
739	5/30/2015	6:40:04	96154.086	95768.852	95821.367	-10200	0	48	34486.91	-9690.606	0.963	0	0
738	5/30/2015	6:45:04	96125.648	95675.789	95737.078	-10200	0	48	32242.715	-10700.878	0.949	0	0
737	5/30/2015	6:50:04	96265.156	96135.906	95918.242	-10200	0	48	29965.326	-8472.357	0.962	0	0
736	5/30/2015	6:55:04	95929.414	95844.07	96158.977	-10200	0	48	30532.262	-9797.556	0.952	0	0
735	5/30/2015	7:00:04	96215.859	95818.844	95880.711	-10200	0	48	32680.086	-10269.125	0.954	0	0
734	5/30/2015	7:05:04	96078.664	96244.508	96060.211	-10200	0	48	32628.238	-9199.127	0.962	0	0
733	5/30/2015	7:10:04	96137.336	95975.5	95723.586	-10200	0	48	33102.648	-10396.514	0.954	0	0
732	5/30/2015	7:15:04	95919.539	96115.742	95887.031	-10200	0	48	30311.697	-9191.405	0.957	0	0
731	5/30/2015	7:20:04	95185.453	95399.82	95273.555	-10200	0	48	29822.766	-7830.543	0.967	0	0
730	5/30/2015	7:25:04	95143.516	95303.812	95347.641	-10200	0	48	28448.1	-8742.757	0.956	0	0
729	5/30/2015	7:30:04	95689.07	95313.414	95308.547	-10200	0	48	27041.443	-8192.828	0.957	0	0
728	5/30/2015	7:35:04	95671.281	95257.281	95557.156	-10200	0	48	26095.855	-7762.45	0.958	0	0
727	5/30/2015	7:40:04	95615.789	95466.695	95810.117	-10200	0	48	24121.088	-6207.646	0.968	0	0
726	5/30/2015	7:45:04	95563.969	95659.07	95694.07	-10200	0	48	26933.445	-7346.738	0.965	0	0
725	5/30/2015	7:50:04	95780.289	95633.609	95927.383	-10200	0	48	28099.234	-9035.161	0.952	0	0
724	5/30/2015	7:55:04	96252.922	96031.07	95826.281	-10200	0	48	29126.482	-8539.572	0.96	0	0
723	5/30/2015	8:00:04	95744.805	95912.453	95641.07	-10200	0	48	30427.621	-9489.617	0.955	0	0
722	5/30/2015	8:05:04	95832.602	95820.883	95515.461	-10200	0	48	30813.717	-10324.558	0.948	0	0
721	5/30/2015	8:10:04	95610.289	95812.828	95617.289	-10200	0	48	32866.949	-10584.921	0.952	0	0
720	5/30/2015	8:15:04	95787.828	95866.617	95597.266	-10200	0	48	33434.504	-8980.199	0.966	0	0
719	5/30/2015	8:20:04	95896.422	95547.859	95516.937	-10200	0	48	32652.457	-10668.214	0.951	0	0
718	5/30/2015	8:25:04	95766.437	95380.258	95663.422	-10200	0	48	33950.344	-10754.361	0.953	0	0
717	5/30/2015	8:30:04	95852.453	95575.734	95890.43	-10200	0	48	34624.109	-9646.546	0.963	0	0
716	5/30/2015	8:35:04	95774.008	95669.32	95360.906	-10200	0	48	34473.344	-10929.644	0.953	0	0
715	5/30/2015	8:40:04	95478.18	95634.273	95556.812	-10200	0	48	34307.203	-11181.287	0.951	0	0
714	5/30/2015	8:45:04	96064.781	95753.656	96053.57	-10200	0	48	35106.066	-9627.105	0.964	0	0
713	5/30/2015	8:50:04	95915.437	96067.398	95971.453	-10200	0	48	34100.691	-10563.565	0.955	0	0
712	5/30/2015	8:55:04	96180.633	96342.867	96354.148	-10200	0	48	23769.439	-7863.545	0.949	0	0
711	5/30/2015	9:00:04	96421.094	96610.781	96249.234	-10200	0	48	17660.176	-5773.137	0.951	0	0
710	5/30/2015	9:05:04	96301.039	95900.625	95850.305	-10200	0	48	34106.406	-10361.456	0.957	0	0
709	5/30/2015	9:10:04	95768.562	95875.75	95987.711	-10200	0	48	32018.824	-9596.383	0.958	0	0
708	5/30/2015	9:15:04	96241.812	95827.211	95973.305	-10200	0	48	31549.109	-9311.926	0.959	0	0
707	5/30/2015	9:20:04	96376.07	96414.602	96535.727	-10200	0	48	30182.09	-8856.919	0.96	0	0
706	5/30/2015	9:25:04	96411.07	96112.336	96119.641	-10200	0	48	32508.035	-10003.898	0.956	0	0
705	5/30/2015	9:30:04	96624.781	96510.906	96307.984	-10200	0	48	12593.937	-5099.021	0.927	0	0
704	5/30/2015	9:35:04	96381.203	96083.289	96015.734	-10200	0	48	27165.623	-9081.744	0.948	0	0
703	5/30/2015	9:40:04	96780.156	96878.336	96592.781	1550	0	1	-453.966	3222.856	-0.139	0	0
702	5/30/2015	9:45:04	97402.117	97648.922	97360.273	-950	0	11	17209.959	4817.759	0.963	0	0
701	5/30/2015	9:50:04	96753.023	96865.43	96943.617	-5950	0	31	32974.109	-1853.505	0.998	0	0
700	5/30/2015	9:55:04	96508.422	96641.812	96297.359	-9450	0	45	11544.341	-4003.332	0.945	0	0
699	5/30/2015	10:00:04	96365.68	96259.312	95986.039	-10200	0	48	29502.072	-7824.152	0.967	0	0
698	5/30/2015	10:05:04	96231.914	95916.18	96211.883	-10200	0	48	29678.568	-9858.801	0.949	0	0
697	5/30/2015	10:10:04	96378.008	96032.344	96298.742	-10200	0	48	12946.375	-5119.415	0.93	0	0
696	5/30/2015	10:15:04	96352.625	95999.664	96058.945	-10200	0	48	27847.363	-8330.57	0.958	0	0
695	5/30/2015	10:20:04	96011.93	96290.797	96169.164	-10200	0	48	28036.023	-9243.33	0.95	0	0
694	5/30/2015	10:25:04	96441.852	96314.734	96059.219	-10200	0	48	27555.557	-9104.771	0.95	0	0
693	5/30/2015	10:30:04	96101.273	96368.719	96292.609	-10200	0	48	28221.879	-9541.777	0.947	0	0
692	5/30/2015	10:35:04	97090.586	97329.922	97045.203	800	0	4	8902.368	4350.638	0.898	0	0
691	5/30/2015	10:40:04	96873.219	97094.016	96741.953	1800	0	0	2500.543	3438.793	0.588	0	0
690	5/30/2015	10:45:04	97209.187	97242.461	96957.484	1800	0	0	759.201	4094.112	0.182	0	0
689	5/30/2015	10:50:04	97040.578	96814.812	96988.203	1800	0	0	1674.144	3848.191	0.399	0	0
688	5/30/2015	10:55:04	97353.531	97031.352	97036.703	-2200	0	16	21599.857	6352	0.959	0	0
687	5/30/2015	11:00:04	96893.016	96928.797	96597.75	-7200	0	36	27626.465	4024.01	0.99	1	0
686	5/30/2015	11:05:04	95900.195	96064.945	96117.305	-10200	0	48	26685.316	-2899.647	0.994	1	0
685	5/30/2015	11:10:04	96401.312	96123.867	96016.633	-10200	0	48	27795.547	-3327.516	0.993	1	0
684	5/30/2015	11:15:04	95546.805	95731.227	95743.633	-10200	0	48	29753.754	-7501.949	0.97	0	0
683	5/30/2015	11:20:04	95888.719	95528.352	95795.133	-10200	0	48	30303.32	-8050.532	0.966	0	0
682	5/30/2015	11:25:04	96150.734	95862.469	96175.953	-10200	0	48	12952.784	-3628.62	0.963	0	0
681	5/30/2015	11:30:04	95880.961	96071.398	96127.609	-10200	0	48	18322.004	-6120.452	0.948	0	0
680	5/30/2015	11:35:04	96795.156	96598.742	96553.367	1800	0	0	1667.57	1956.82	0.649	0	0
679	5/30/2015	11:40:04	96923.562	96566.492	96690.977	1800	0	0	1776.738	2055.893	0.654	0	0
678	5/30/2015	11:45:04	97495	97111.937	97266.828	-700	0	10	28614.867	5479.214	0.982	0	0
677	5/30/2015	11:50:04	97126.391	97264.836	97370.617	-5450	0	29	30177.977	4576.354	0.989	0	0
676	5/30/2015	11:55:04	97391.531	97184.805	96998.664	-10200	0	48	27427.545	5747.297	0.979	0	0
675	5/30/2015	12:00:04	96408.461	96324.656	96582.328	-10200	0	48	25407.104	-8827.63	0.945	0	0
674	5/30/2015	12:05:04	96297.484	96588.062	96511.875	-10200	0	48	22741.742	-7512.731	0.95	0	0
673	5/30/2015	12:10:04	96635.641	96834.508	96545.617	-9950	0	47	10559.161	-3797.686	0.941	0	0
672	5/30/2015	12:15:04	96988.516	96926.148	97246.133	1800	0	0	1462.059	1768.664	0.637	0	0
671	5/30/2015	12:20:04	97493.781	97256.344	97238.453	1800	0	0	2012.204	3342.052	0.516	0	0
670	5/30/2015	12:25:04	97259.328	97527.898	97365.641	1800	0	0	601.939	3460.469	0.171	0	0
669	5/30/2015	12:30:04	96957.734	97188.539	97222.969	1800	0	0	2090.044	4099.507	0.454	0	0
668	5/30/2015	12:35:04	97282.453	97117.25	97379.531	-1950	0	15	21706.904	2890.05	0.991	0	0
667	5/30/2015	12:40:04	96118.25	96260.609	96374.016	-6950	0	35	24781.961	-7767.738	0.954	0	0
666	5/30/2015	12:45:04	96133.328	96186.602	95916.18	-10200	0	48	25486.996	-8036.805	0.954	0	0
665	5/30/2015	12:50:04	96688.852	97024.477	96754.797	1050	0	3	-356.202	3594.385	-0.099	0	0
664	5/30/2015	12:55:04	96950.227	96674.062	96890.031	1800	0	0	1474.868	3128.891	0.426	0	0
663	5/30/2015	13:00:04	96948.578	96710.344	96989.719	1800	0	0	1834.443	3626.118	0.451	0	0
662	5/30/2015	13:05:04	96761.359	96881.844	97021.266	1800	0	0	1577.954	4381.9	0.339	0	0
661	5/30/2015	13:10:04	96804.961	97027.664	96954.695	1800	0	0	1443.32	4341.262	0.315	0	0
660	5/30/2015	13:15:04	96834.727	96945.211	97108.906	1800	0	0	1729.952	4383.638	0.367	0	0
659	5/30/2015	13:20:04	96843.367	96757.531	96625.273	1800	0	0	1830.286	3728.13	0.441	0	0
658	5/30/2015	13:25:04	96764.602	96513.055	96669.812	1800	0	0	301.702	3525.309	0.085	0	0
657	5/30/2015	13:30:04	96479.156	96686.141	96402.789	-450	0	9	20218.375	-35.895	1	0	0
656	5/30/2015	13:35:04	96626.273	96673.008	96329.664	1800	0	0	1985.931	4163.135	0.431	0	0
655	5/30/2015	13:40:04	96225.25	96551.68	96483.773	1800	0	0	1698.908	4223.843	0.373	0	0
654	5/30/2015	13:45:04	96387.391	96128.93	96262.672	1800	0	0	1503.85	3417.85	0.403	0	0
653	5/30/2015	13:50:04	95950.109	96219.836	96056.789	1800	0	0	1220.703	3704.486	0.313	0	0
652	5/30/2015	13:55:04	95789.117	96011.281	96111.828	1800	0	0	1556.954	3929.459	0.368	0	0
651	5/30/2015	14:00:04	96228.703	96337.312	96510.32	-2200	0	16	21654.428	5939.364	0.964	0	0
650	5/30/2015	14:05:04	95887.18	95962.164	95785.641	1800	0	0	1639.254	3968.168	0.382	0	0
649	5/30/2015	14:10:04	96317.125	96273.742	96510.25	-2450	0	17	21953.561	7384.033	0.948	0	0
648	5/30/2015	14:15:04	96380.125	96348.633	96606.867	-7200	0	36	15197.906	8816.86	0.865	0	0
647	5/30/2015	14:20:04	96232.492	96472.797	96485.016	-7700	0	38	20513.094	7958.466	0.932	0	0
646	5/30/2015	14:25:04	95306.836	94958.586	95155.078	-10200	0	48	25717.605	-6501.199	0.97	0	0
645	5/30/2015	14:30:04	95607.734	95527.5	95394.953	-10200	0	48	26909.254	-6378.967	0.973	0	0
644	5/30/2015	14:35:04	95366.305	95352.484	95579.148	-10200	0	48	24531.104	-7069.865	0.961	0	0
643	5/30/2015	14:40:04	95325.141	95055.297	95396.68	-10200	0	48	25543.738	-5886.381	0.974	0	0
642	5/30/2015	14:45:04	95872.648	95906.016	95690.117	1300	0	2	6964.046	-1539.697	0.976	0	0
641	5/30/2015	14:50:04	95920.203	95656.664	95681.695	-3700	0	22	26773.975	-2545.043	0.996	0	0
640	5/30/2015	14:55:04	96148.398	96132.258	95987.492	1800	0	0	1380.879	3336.252	0.382	0	0
639	5/30/2015	15:00:04	95814.437	96037.594	96064.594	1800	0	0	1321.758	3034.098	0.399	0	0
638	5/30/2015	15:05:04	95990.258	96089.164	95915.039	-950	0	11	21470.441	-302.32	1	0	0
637	5/30/2015	15:10:04	95872.312	95759.984	96103.547	-5950	0	31	21448.391	129.803	1	0	0
636	5/30/2015	15:15:04	95363.242	95478.758	95240.242	-10200	0	48	30937.627	-7350.474	0.973	0	0
635	5/30/2015	15:20:04	94840.062	94778.312	95082.633	-10200	0	48	33937.105	-8767.15	0.968	0	0
634	5/30/2015	15:25:04	95054.617	94942.93	95287.867	-10200	0	48	31826.223	-7887.632	0.971	0	0
633	5/30/2015	15:30:04	95667.758	95362.633	95522.094	-10200	0	48	29399.889	-7158.746	0.972	0	0
632	5/30/2015	15:35:04	95447.75	95101.352	95338.641	-10200	0	48	28195.756	-7279.277	0.968	0	0
631	5/30/2015	15:40:04	95058.664	95215.953	95395.602	-10200	0	48	30387.758	-7797.421	0.969	0	0
630	5/30/2015	15:45:04	95429.734	95500.844	95321.852	-10200	0	48	4633.636	-593.081	0.992	1	0
629	5/30/2015	15:50:04	96183.969	96008.141	96032.781	-2450	0	17	27631.838	471.382	1	0	0
628	5/30/2015	15:55:04	95209.477	95250.18	95521.5	-7450	0	37	24775.613	-6914.784	0.963	0	0
627	5/30/2015	16:00:04	95247.625	95463.047	95564.891	-10200	0	48	15010.932	-2848.886	0.982	0	0
626	5/30/2015	16:05:04	95309.961	95565.859	95481.375	-10200	0	48	25144.664	-6572.967	0.967	0	0
625	5/30/2015	16:10:04	95381.82	95588.898	95599.477	-10200	0	48	25578.789	-6607.987	0.968	0	0
624	5/30/2015	16:15:04	95289.859	95458.227	95360.781	-10200	0	48	25098.15	-6932.52	0.964	0	0
623	5/30/2015	16:20:04	95290.984	95424.75	95553.961	-10200	0	48	26745.586	-6061.624	0.975	0	0
622	5/30/2015	16:25:04	95519.164	95219.312	95456.75	-10200	0	48	24118.07	-7038.098	0.96	0	0
621	5/30/2015	16:30:04	95370.094	95214.008	95668.008	-10200	0	48	25573.832	-7920.986	0.955	0	0
620	5/30/2015	16:35:04	95766.945	95823.109	95711.805	-10200	0	48	25922.197	-6880.45	0.967	0	0
619	5/30/2015	16:40:04	95676.531	95845.055	96004.305	-10200	0	48	25516.791	-7360.542	0.961	0	0
618	5/30/2015	16:45:04	95615.203	95610.312	95944.766	-10200	0	48	24202.139	-7558.031	0.955	0	0
617	5/30/2015	16:50:04	95770.453	96025.812	95886.414	-10200	0	48	23042.408	-7957.752	0.945	0	0
616	5/30/2015	16:55:04	96374.867	96120.539	96214.906	-10200	0	48	25718.852	-7550.162	0.96	0	0
615	5/30/2015	17:00:04	96570.352	96175.359	96377.5	-10200	0	48	30092.834	-8763.012	0.96	0	0
614	5/30/2015	17:05:04	95980.219	96185.344	96223.531	-10200	0	48	25211.182	-8099.427	0.952	0	0
613	5/30/2015	17:10:04	96178.195	95825.344	96077.719	-10200	0	48	24111.215	-8358.059	0.945	0	0
612	5/30/2015	17:15:04	95784.586	95931.711	95812.305	-10200	0	48	22462.641	-7582.099	0.947	0	0
611	5/30/2015	17:20:04	95677.516	95493.75	95602.023	-10200	0	48	23118.994	-6360.379	0.964	0	0
610	5/30/2015	17:25:04	95788.617	95696.172	95687.023	-10200	0	48	21706.648	-6357.095	0.96	0	0
609	5/30/2015	17:30:04	95993.547	95754.812	95823.508	-10200	0	48	24244.141	-6917.938	0.962	0	0
608	5/30/2015	17:35:04	95655.758	95784.891	95647.539	-10200	0	48	9769.979	-3782.998	0.933	1	0
607	5/30/2015	17:40:04	95642.633	95323.187	95580.945	-10200	0	48	25038.301	-7844.606	0.954	0	0
606	5/30/2015	17:45:04	95180.07	95425.852	95557.742	-10200	0	48	21608.834	-6112.768	0.962	0	0
605	5/30/2015	17:50:04	95558.906	95486.523	95420.523	-10200	0	48	21626.17	-5646.688	0.968	0	0
604	5/30/2015	17:55:04	95329.258	95588.437	95591.445	-10200	0	48	20471.695	-5817.275	0.962	0	0
603	5/30/2015	18:00:05	95607.062	95403.062	95755.102	-10200	0	48	25183.883	-5908.138	0.974	0	0
602	5/30/2015	18:05:04	95477.984	95443.984	95844.164	-10200	0	48	24899.037	-7413.711	0.958	0	0
601	5/30/2015	18:10:04	95521.664	95384.742	95671.977	-10200	0	48	23931.758	-6430.552	0.966	0	0
600	5/30/2015	18:15:04	95879.656	95625.156	95706.336	-10200	0	48	22977.375	-6404.293	0.963	0	0
599	5/30/2015	18:20:04	95662.211	95830.961	96010.609	-10200	0	48	18914.141	-4879.88	0.968	0	0
598	5/30/2015	18:25:05	95735.109	95921.297	95666.102	-10200	0	48	19805.988	-5771.616	0.96	0	0
597	5/30/2015	18:30:04	95518.5	95841.695	95770.539	-10200	0	48	20028.422	-6543.71	0.951	0	0
596	5/30/2015	18:35:04	95791.094	96013.531	95765.07	-10200	0	48	17951.129	-6651.221	0.938	0	0
595	5/30/2015	18:40:04	95911.602	96088.32	95852.844	-10200	0	48	18379.289	-5906.626	0.952	0	0
594	5/30/2015	18:45:04	95566.664	95795.898	95864.43	-10200	0	48	17553.58	-5769.522	0.95	0	0
593	5/30/2015	18:50:04	95789.945	95776.766	95628.695	-10200	0	48	21649.588	-6974.449	0.952	0	0
592	5/30/2015	18:55:04	95514.539	95840.555	95846.437	-10200	0	48	19314.432	-5417.188	0.963	0	0
591	5/30/2015	19:00:04	95575.773	95897.008	95901.055	-10200	0	48	23042.826	-5819.409	0.97	0	0
590	5/30/2015	19:05:04	95879.664	96064.641	95847.695	-10200	0	48	21555.266	-6573.238	0.957	0	0
589	5/30/2015	19:10:04	95730.102	95920.75	95627.312	-10200	0	48	20266.957	-7125.701	0.943	0	0
588	5/30/2015	19:15:04	95728.328	96119.719	95819.672	-10200	0	48	19368.459	-6153.759	0.953	0	0
587	5/30/2015	19:20:04	96211.719	95948.523	96125.562	-10200	0	48	15997.711	-4993.164	0.955	0	0
586	5/30/2015	19:25:04	96335.18	96124.195	96177.961	-10200	0	48	21015.496	-6089.226	0.96	0	0
585	5/30/2015	19:30:05	96076.039	96226.961	95952.047	-10200	0	48	16918.979	-5995.878	0.943	0	0
584	5/30/2015	19:35:04	95914.453	96191.141	96088.82	-10200	0	48	18877.059	-6453.004	0.946	0	0
583	5/30/2015	19:40:04	95974.062	96275.523	96240.234	-10200	0	48	17342.348	-6538.131	0.936	0	0
582	5/30/2015	19:45:04	96347.32	96562	96748.992	1550	0	1	8911.203	-2992.084	0.948	0	0
581	5/30/2015	19:50:05	96420.344	96677.187	96825.805	1800	0	0	12748.643	-598.948	0.999	1	0
580	5/30/2015	19:55:04	97390.484	97221.289	97207.219	-1950	0	15	17329.52	4460.274	0.968	1	0
579	5/30/2015	20:00:05	96594.047	96569.82	96433.687	-6950	0	35	16924.639	-3137.036	0.983	0	0
578	5/30/2015	20:05:04	96282.367	96271.805	96562.797	-7450	0	37	17016.385	-5878.362	0.945	0	0
577	5/30/2015	20:10:04	96306.469	96379.945	96163.617	-7450	0	37	14022.284	-6841.855	0.899	0	0
576	5/30/2015	20:15:04	96138.312	96220.461	96539.023	-7450	0	37	15944.374	-6001.312	0.936	0	0
575	5/30/2015	20:20:05	96438.93	96337.32	96558.031	-7450	0	37	14396.439	-4969.293	0.945	0	0
574	5/30/2015	20:25:05	96492.297	96343.57	96566.195	-7450	0	37	13660.162	-5206.092	0.934	0	0
573	5/30/2015	20:30:04	96200.203	96321.961	96128.953	-7450	0	37	11566.883	-6105.208	0.884	0	0
572	5/30/2015	20:35:04	96377.086	96359.812	96230.016	-6700	0	34	12904.117	-5519.917	0.919	0	0
571	5/30/2015	20:40:05	96429.109	96802.57	96747.273	-6700	0	34	14420.575	-5350.153	0.938	0	0
570	5/30/2015	20:45:05	96495.523	96556.141	96832.492	-6700	0	34	16474.266	-6477.154	0.931	0	0
569	5/30/2015	20:50:04	96302.344	96351.398	96677.125	-6700	0	34	15286.619	-6479.872	0.921	0	0
568	5/30/2015	20:55:04	96472.539	96289.516	96338.359	-6700	0	34	15327.872	-6683.977	0.917	0	0
567	5/30/2015	21:00:05	96393.383	96471.469	96743.492	-6700	0	34	17004.787	-5950.04	0.944	0	0
566	5/30/2015	21:05:05	96351.437	96794.328	96499.375	-6700	0	34	19579.68	-6741.257	0.946	0	0
565	5/30/2015	21:10:04	96193.703	96541.531	96481.008	-6700	0	34	17665.613	-7275.088	0.925	0	0
564	5/30/2015	21:15:04	96514.547	96389.445	96703.078	-6700	0	34	18109.377	-7004.775	0.933	0	0
563	5/30/2015	21:20:05	96642.469	96471.547	96513.047	-6700	0	34	18944.273	-6076.009	0.952	0	0
562	5/30/2015	21:25:04	96479.523	96300.156	96519.57	-6700	0	34	16899.586	-5955.669	0.943	0	0
561	5/30/2015	21:30:04	96467.641	96412.187	96322.094	-6700	0	34	17503.326	-7554.714	0.918	0	0
560	5/30/2015	21:35:05	96170.492	96036.055	96270.094	-6700	0	34	15174.193	-5090.538	0.948	0	0
559	5/30/2015	21:40:04	96164.359	96499.82	96401.211	-6700	0	34	11545.885	-3683.962	0.953	0	0
558	5/30/2015	21:45:05	96167.484	96292.937	96522.18	-6700	0	34	13325.241	-4985.667	0.937	0	0
557	5/30/2015	21:50:05	96485.422	96274.078	96279.844	-6700	0	34	13401.693	-6012.258	0.912	0	0
556	5/30/2015	21:55:04	96180.102	96135.992	96428.789	-6700	0	34	12520.211	-6075.387	0.9	0	0
555	5/30/2015	22:00:04	96276.656	96575.32	96316.711	-6700	0	34	12912.78	-4678.066	0.94	0	0
554	5/30/2015	22:05:05	96423.867	96666.219	96320.328	-6700	0	34	14145.583	-4915.735	0.945	0	0
553	5/30/2015	22:10:05	96394.461	96400.922	96192.727	-6700	0	34	13132.467	-6188.273	0.905	0	0
552	5/30/2015	22:15:05	96319.234	96340.594	96150.781	-6700	0	34	13232.304	-6081.762	0.909	0	0
551	5/30/2015	22:20:04	96486.562	96239.258	96492.578	-6700	0	34	14801.549	-5027.228	0.947	0	0
550	5/30/2015	22:25:04	96375.187	96168.078	96288.344	-6700	0	34	13352.912	-5045.322	0.935	0	0
549	5/30/2015	22:30:05	96000.617	96442.039	96356.547	-6700	0	34	12547.438	-5294.69	0.921	0	0
548	5/30/2015	22:35:05	96481.422	96387.422	96322.211	-6700	0	34	11500.454	-4385.614	0.934	0	0
547	5/30/2015	22:40:04	96145.141	96570.852	96525.695	-6700	0	34	11701.449	-4787.939	0.926	0	0
546	5/30/2015	22:45:04	96110.594	96507.984	96415.297	-6450	0	33	12586.228	-5312.663	0.921	0	0
545	5/30/2015	22:50:05	96452.312	96325.43	96227.734	-4950	0	27	11432.737	-5825.592	0.891	0	0
544	5/30/2015	22:55:05	96441.742	96441.844	96262.242	-2200	0	16	10746.774	-5325.726	0.896	0	0
543	5/30/2015	23:00:04	96289.984	96622.117	96320.039	-950	0	11	11405.814	-4915.639	0.918	0	0
542	5/30/2015	23:05:05	96060.758	96487.109	96202.664	-200	0	8	13224.77	-6179.877	0.906	0	0
541	5/30/2015	23:10:05	96332.031	96254.219	96195.281	1550	0	1	11038.6	-4789.705	0.917	1	0
540	5/30/2015	23:15:04	97114.477	97538.914	97436.195	550	0	5	12494.81	5799.27	0.907	0	0
539	5/30/2015	23:20:05	97592.82	97393.68	97360.344	-4450	0	25	14179.815	6528.277	0.908	0	0
538	5/30/2015	23:25:05	96309.102	96474.164	96722.437	-8950	0	43	11035.46	-3582.804	0.951	0	0
537	5/30/2015	23:30:04	96443.773	96652.062	96391.336	-10200	0	48	12645.337	-4724.234	0.937	1	0
536	5/30/2015	23:35:04	96552.055	96389.187	96498.594	-10200	0	48	14038.642	-6069.972	0.918	0	0
535	5/30/2015	23:40:05	96163.945	96581.977	96564.234	-10200	0	48	13041.393	-6577.849	0.893	0	0
534	5/30/2015	23:45:04	96512.328	96429.562	96683.781	-9200	0	44	13021.404	-5435.821	0.923	0	0
533	5/30/2015	23:50:05	96672.18	96624.609	96405.023	-8200	0	40	11382.734	-4700.991	0.924	0	0
532	5/30/2015	23:55:05	96301.859	96806.18	96649.43	-7700	0	38	12224.643	-5641.431	0.908	0	0
531	5/31/2015	0:00:05	96254.82	96696.297	96513.266	-6700	0	34	12047.066	-6940.959	0.866	0	0
530	5/31/2015	0:05:05	96287.977	96693.07	96575.25	-5950	0	31	11021.664	-5657.758	0.89	0	0
529	5/31/2015	0:10:04	96356.07	96653.461	96735.109	-4450	0	25	13073.966	-5210.97	0.929	0	0
528	5/31/2015	0:15:05	96467.898	96895.867	96596.187	-4450	0	25	13545.232	-5207.925	0.933	0	0
527	5/31/2015	0:20:05	96589.086	96660.359	96483.836	-4450	0	25	12905.339	-5839.392	0.911	0	0
526	5/31/2015	0:25:04	96339.047	96705.586	96659.695	-1950	0	15	12678.928	-6151.732	0.9	0	0
525	5/31/2015	0:30:05	96707.898	96673.656	96493.977	1050	0	3	15003.797	-7020.912	0.906	1	0
524	5/31/2015	0:35:05	96949.664	96999.617	97267.211	-2450	0	17	13122.412	-604.264	0.999	0	0
523	5/31/2015	0:40:04	96562.703	96928.203	97019.203	-5700	0	30	11193.653	-5126.062	0.909	0	0
522	5/31/2015	0:45:05	97369.922	97649.18	97284.625	1800	0	0	99.561	3740.019	0.027	0	0
521	5/31/2015	0:50:05	97322.93	97618.852	97719.07	50	0	7	14667.184	3260.866	0.976	0	0
520	5/31/2015	0:55:04	97494.391	97628.508	97915.078	-4700	0	26	13341.917	3265.05	0.971	1	0
519	5/31/2015	1:00:04	97326.812	97442.047	97719.023	-9450	0	45	15218.057	2810.562	0.983	1	0
